USER_ID,ITEM_ID,RATING,TIMESTAMP
25,181,5,2025-01-26T22:23:35.000
59,196,5,2025-02-23T03:38:08.000
72,679,2,2024-11-20T14:46:04.000
87,384,4,2024-11-18T18:18:47.000
290,143,5,2024-11-25T16:11:33.000
42,423,5,2024-12-03T00:08:07.000
292,515,4,2024-12-02T23:06:17.000
115,20,3,2024-12-03T17:43:29.000
20,288,1,2024-11-16T08:06:24.000
201,219,4,2025-01-06T18:51:13.000
13,526,3,2024-12-14T23:10:53.000
246,919,4,2025-01-16T03:22:29.000
138,26,5,2024-11-08T21:23:52.000
167,232,1,2025-04-16T14:52:21.000
60,427,5,2024-12-28T16:30:20.000
57,304,5,2025-01-01T23:49:41.000
223,274,4,2025-04-02T20:48:14.000
189,512,4,2025-04-22T20:41:42.000
243,15,3,2024-11-20T00:57:20.000
92,1049,1,2025-03-18T20:10:26.000
246,416,3,2025-01-16T03:57:27.000
194,165,4,2024-11-14T22:32:03.000
241,690,2,2025-02-12T02:11:22.000
178,248,4,2024-12-22T20:52:34.000
254,1444,3,2025-02-03T03:12:38.000
293,5,3,2025-03-03T06:29:36.000
127,229,5,2025-01-09T16:54:27.000
225,237,5,2024-11-14T20:34:03.000
299,229,3,2024-10-30T06:20:29.000
225,480,5,2024-11-14T20:52:28.000
276,54,3,2024-09-20T21:30:25.000
291,144,5,2024-09-21T09:44:51.000
222,366,4,2024-10-30T03:49:41.000
267,518,5,2024-11-08T06:49:33.000
42,403,3,2024-12-03T00:24:44.000
11,111,4,2025-04-06T23:04:22.000
95,625,4,2025-03-03T19:46:52.000
8,338,4,2024-11-12T19:11:13.000
162,25,4,2024-10-23T19:39:33.000
87,1016,4,2024-11-18T18:03:14.000
279,154,5,2024-09-26T17:51:31.000
145,275,2,2025-01-23T12:11:45.000
119,1153,5,2024-09-20T18:46:38.000
62,498,4,2024-11-12T22:30:48.000
62,382,3,2024-11-12T22:58:57.000
28,209,4,2024-12-12T21:13:34.000
135,23,4,2024-11-18T12:56:05.000
32,294,3,2025-01-02T02:57:43.000
90,382,5,2025-03-31T22:37:15.000
286,208,4,2024-10-22T14:52:22.000
293,685,3,2025-03-03T06:06:10.000
216,144,4,2024-11-22T21:37:19.000
166,328,5,2025-02-02T05:35:22.000
250,496,4,2024-10-29T02:01:39.000
271,132,5,2025-01-26T21:04:32.000
160,174,5,2024-10-14T20:26:47.000
265,118,4,2024-09-27T00:38:34.000
198,498,3,2025-01-07T21:11:32.000
42,96,5,2024-12-02T23:59:38.000
168,151,5,2025-01-08T19:34:18.000
110,307,4,2025-02-09T01:21:00.000
58,144,4,2025-01-09T00:15:36.000
90,648,4,2025-03-31T22:52:34.000
271,346,4,2025-01-26T19:53:50.000
62,21,3,2024-11-12T22:24:20.000
279,832,3,2024-12-06T02:37:34.000
237,514,4,2024-11-12T23:17:21.000
94,789,4,2025-04-04T20:14:47.000
128,485,3,2024-11-19T19:14:55.000
298,317,4,2025-01-07T14:20:06.000
44,195,5,2024-11-01T01:31:14.000
264,200,5,2025-01-30T01:05:52.000
194,385,2,2024-11-14T16:24:03.000
72,195,5,2024-11-20T14:55:02.000
222,750,5,2025-01-03T08:12:00.000
250,264,3,2024-10-29T01:39:42.000
41,265,3,2025-03-23T21:04:02.000
224,245,3,2025-02-21T17:30:16.000
82,135,3,2024-11-05T22:40:29.000
262,1147,4,2024-11-17T18:35:10.000
293,471,3,2025-03-03T06:01:24.000
216,658,3,2024-11-23T00:30:29.000
250,140,3,2024-10-29T02:27:39.000
59,23,5,2025-02-23T03:41:40.000
286,379,5,2024-10-22T15:22:51.000
244,815,4,2024-11-27T04:33:05.000
7,479,4,2025-03-31T13:46:50.000
174,368,1,2025-02-02T15:46:42.000
87,274,4,2024-11-18T18:12:14.000
194,1211,2,2024-11-14T23:49:40.000
82,1134,2,2025-01-13T18:00:02.000
13,836,2,2024-12-14T22:49:06.000
13,272,4,2025-01-11T17:06:43.000
244,756,2,2024-11-27T04:32:37.000
305,427,5,2025-02-01T08:51:30.000
95,787,2,2025-03-03T19:55:30.000
43,14,2,2025-01-04T23:15:45.000
299,955,4,2025-03-10T04:07:03.000
57,419,3,2025-01-01T23:47:34.000
84,405,3,2024-12-30T03:26:03.000
269,504,4,2025-04-01T16:58:42.000
299,111,3,2024-10-26T15:03:04.000
194,466,4,2024-11-14T16:44:36.000
160,135,4,2024-10-14T20:26:47.000
99,268,3,2025-01-24T21:44:07.000
10,486,4,2024-10-26T17:27:26.000
259,117,4,2024-09-20T03:09:48.000
85,427,3,2024-11-13T21:25:50.000
303,919,4,2024-11-14T00:28:15.000
213,273,5,2024-11-07T02:49:47.000
121,514,3,2025-03-31T23:45:47.000
90,98,5,2025-03-31T22:26:44.000
49,559,2,2025-02-21T13:23:25.000
42,794,3,2024-12-03T00:20:25.000
155,323,2,2024-11-12T21:47:41.000
68,117,4,2024-10-16T03:52:19.000
172,177,4,2024-09-29T12:59:25.000
19,4,4,2025-01-21T20:00:40.000
268,231,4,2024-10-01T22:15:36.000
5,2,3,2024-09-30T16:14:13.000
305,117,2,2025-02-01T09:07:08.000
44,294,4,2024-12-31T23:52:36.000
43,137,4,2024-10-04T14:34:16.000
279,1336,1,2024-09-26T18:25:53.000
80,466,5,2025-02-13T20:28:21.000
254,164,4,2025-02-03T02:26:08.000
298,281,3,2025-01-07T14:28:56.000
279,1240,1,2025-04-10T02:13:24.000
66,298,4,2024-12-31T20:48:44.000
18,443,3,2024-11-21T16:36:33.000
268,1035,2,2024-09-29T14:09:34.000
99,79,4,2025-01-24T22:15:38.000
13,98,4,2024-12-07T17:16:51.000
26,258,3,2025-03-31T12:39:09.000
7,455,4,2025-03-31T14:04:46.000
222,755,4,2024-10-30T03:51:21.000
200,673,5,2025-01-06T23:15:54.000
119,328,4,2024-10-15T13:58:33.000
213,172,5,2024-11-08T02:17:22.000
276,322,3,2024-09-20T20:13:12.000
94,1217,3,2025-04-04T20:51:26.000
130,379,4,2024-10-02T14:14:22.000
38,328,4,2025-04-13T00:51:28.000
160,719,3,2024-10-14T19:39:37.000
293,1267,3,2025-03-03T06:36:06.000
26,930,2,2025-03-31T23:13:05.000
130,216,4,2024-09-25T19:42:25.000
92,1079,3,2025-02-02T18:17:35.000
256,452,4,2024-12-15T05:49:59.000
1,61,4,2024-11-03T07:33:40.000
72,48,4,2024-11-20T14:38:38.000
56,755,3,2025-04-18T14:36:47.000
13,360,4,2024-12-14T23:08:46.000
15,405,2,2024-11-13T21:19:17.000
92,77,3,2024-09-30T21:23:57.000
207,476,2,2025-01-09T22:52:23.000
292,174,5,2024-12-02T23:31:21.000
232,483,5,2025-02-27T03:20:22.000
251,748,2,2025-01-31T18:42:55.000
224,26,3,2025-02-21T23:35:53.000
181,220,4,2024-11-08T04:13:12.000
259,255,4,2024-09-20T03:05:10.000
305,471,4,2025-02-01T09:00:48.000
52,280,3,2024-12-24T00:20:06.000
161,202,5,2025-03-29T11:26:09.000
148,408,5,2024-10-21T01:56:58.000
125,235,2,2025-04-17T18:42:39.000
97,228,5,2025-01-08T05:54:20.000
58,1098,4,2025-01-09T00:15:36.000
83,234,4,2025-02-16T21:45:48.000
90,347,4,2025-03-31T22:28:39.000
272,178,5,2024-11-13T21:05:13.000
194,181,3,2024-11-14T15:29:56.000
125,478,4,2024-11-13T20:57:08.000
110,688,1,2025-02-09T01:26:45.000
299,14,4,2024-10-26T14:56:15.000
151,10,5,2024-11-14T16:28:41.000
269,127,4,2025-04-01T15:56:05.000
6,14,5,2024-12-31T20:14:09.000
54,106,3,2024-12-01T00:58:02.000
303,69,5,2024-11-14T00:32:22.000
16,944,1,2024-10-24T21:05:22.000
301,790,4,2024-12-14T05:50:21.000
276,1091,3,2024-09-20T22:03:55.000
305,214,2,2025-02-01T08:51:08.000
194,1028,2,2024-11-14T20:59:08.000
91,323,2,2025-04-01T13:46:37.000
87,554,4,2024-11-18T17:59:00.000
294,109,4,2024-10-25T22:46:39.000
286,171,4,2024-10-22T14:49:51.000
200,318,5,2025-01-06T23:14:18.000
229,328,1,2025-04-03T19:35:42.000
178,568,4,2024-12-22T21:35:55.000
303,842,2,2024-11-14T05:20:04.000
62,65,4,2024-11-12T22:44:46.000
207,591,3,2024-10-05T02:30:08.000
92,172,4,2024-09-30T21:01:11.000
301,401,4,2024-12-14T05:40:40.000
36,339,5,2024-12-15T03:46:21.000
70,746,3,2025-01-07T05:17:37.000
63,242,3,2024-10-01T23:06:30.000
28,201,3,2024-12-12T21:21:11.000
279,68,4,2024-09-26T20:56:47.000
250,7,4,2024-10-29T01:48:36.000
14,98,3,2025-03-26T03:02:15.000
299,1018,3,2025-03-10T03:58:44.000
194,54,3,2024-11-14T16:44:36.000
303,815,3,2024-11-14T05:32:12.000
119,237,5,2024-09-20T17:03:58.000
295,218,5,2024-11-19T19:08:18.000
268,930,2,2024-10-01T21:55:42.000
268,2,2,2024-10-01T22:16:13.000
66,258,4,2024-12-31T20:44:49.000
233,202,5,2024-11-13T04:11:04.000
83,623,4,2024-11-23T18:09:38.000
214,334,3,2025-04-02T18:42:20.000
192,476,2,2024-12-06T00:30:43.000
100,344,4,2025-03-31T20:07:48.000
268,145,1,2024-10-01T22:21:41.000
301,56,4,2024-12-14T05:16:27.000
307,89,5,2024-11-11T21:29:46.000
234,141,3,2025-04-11T22:43:29.000
83,576,4,2024-11-23T18:12:35.000
181,264,2,2024-11-08T04:00:24.000
297,133,4,2024-09-26T02:14:50.000
38,153,5,2025-04-13T01:19:29.000
7,382,4,2025-03-31T13:48:13.000
264,813,4,2025-01-30T01:15:52.000
181,872,1,2024-11-08T04:03:34.000
201,146,1,2025-01-07T02:36:19.000
85,507,4,2024-11-13T21:23:19.000
269,367,3,2025-04-01T17:00:23.000
59,468,3,2025-02-23T03:50:55.000
286,143,4,2025-03-11T21:25:49.000
193,96,1,2025-03-05T19:01:47.000
113,595,5,2024-10-04T03:40:24.000
292,11,5,2024-12-02T23:08:13.000
130,1014,3,2024-10-07T18:58:38.000
275,98,4,2024-09-25T02:39:00.000
189,520,5,2025-04-22T17:16:20.000
219,82,1,2025-03-09T14:07:35.000
218,209,5,2024-10-22T02:49:06.000
123,427,3,2024-11-18T17:10:20.000
119,222,5,2024-09-20T17:08:31.000
158,177,4,2024-11-21T17:46:47.000
222,118,4,2024-10-22T23:43:22.000
302,322,2,2024-11-13T16:01:15.000
279,501,3,2024-09-26T21:20:43.000
301,79,5,2024-12-14T05:13:23.000
181,3,2,2024-11-08T04:30:41.000
201,695,1,2025-01-07T02:28:35.000
13,198,3,2024-12-07T17:19:53.000
1,189,3,2025-03-01T06:15:28.000
145,237,5,2024-09-26T10:42:50.000
23,385,4,2024-09-20T20:14:22.000
201,767,4,2025-01-06T19:21:45.000
296,705,5,2025-01-07T18:19:53.000
42,546,3,2024-12-02T23:36:57.000
33,872,3,2025-04-07T15:50:30.000
301,554,3,2024-12-14T05:53:50.000
16,64,5,2024-10-24T19:11:37.000
95,135,3,2024-11-10T21:32:42.000
154,357,4,2024-11-10T05:11:53.000
77,484,5,2025-01-13T23:22:46.000
296,508,5,2025-01-07T18:09:44.000
302,303,2,2024-11-13T15:59:45.000
244,673,3,2024-11-27T04:57:47.000
222,77,4,2024-10-30T03:53:36.000
13,215,5,2024-12-14T23:03:08.000
16,705,5,2024-10-24T19:52:16.000
270,452,4,2024-10-15T22:57:44.000
145,15,2,2024-09-26T10:44:15.000
187,64,5,2024-11-14T00:00:31.000
200,304,5,2024-10-05T08:54:04.000
170,749,5,2025-02-16T16:22:50.000
101,829,3,2024-10-18T00:55:38.000
184,218,3,2025-03-14T21:10:40.000
128,204,4,2024-11-19T19:24:38.000
181,1295,1,2024-11-08T04:03:01.000
184,153,3,2025-03-14T21:34:45.000
1,33,4,2024-11-03T07:38:19.000
1,160,4,2024-09-24T03:42:27.000
184,321,5,2025-03-14T20:22:47.000
54,595,3,2024-12-01T00:56:53.000
94,343,4,2025-04-04T21:23:29.000
128,508,4,2024-11-19T19:29:27.000
23,323,2,2024-09-20T19:37:46.000
301,227,3,2024-12-14T05:27:02.000
301,191,3,2024-12-14T05:01:12.000
112,903,1,2025-04-13T04:02:52.000
82,183,3,2024-11-05T22:44:08.000
222,724,3,2024-10-30T03:26:16.000
218,430,3,2024-10-22T02:45:16.000
308,1197,4,2025-02-17T18:18:41.000
303,134,5,2024-11-14T00:39:19.000
133,751,3,2025-03-22T17:42:27.000
215,212,2,2025-04-01T13:01:20.000
69,256,5,2024-12-14T19:02:36.000
254,662,4,2025-02-13T05:22:30.000
276,2,4,2024-09-20T21:53:56.000
104,984,1,2025-02-25T21:36:15.000
63,1067,3,2024-10-01T23:11:54.000
267,410,4,2024-11-08T06:33:05.000
13,56,5,2024-12-07T17:16:51.000
240,879,3,2025-01-26T00:49:05.000
286,237,2,2024-10-02T15:40:00.000
294,271,5,2025-03-07T03:30:26.000
90,1086,4,2025-03-31T22:47:04.000
18,26,4,2024-11-21T16:28:51.000
92,229,3,2024-09-30T21:50:01.000
308,649,4,2025-02-17T18:14:52.000
144,89,3,2025-02-22T00:01:31.000
191,302,4,2025-04-02T23:37:33.000
59,951,3,2025-02-23T04:00:09.000
200,96,5,2025-01-06T23:30:09.000
16,197,5,2024-10-24T20:49:06.000
61,678,3,2025-04-11T13:45:09.000
271,199,4,2025-01-26T21:00:48.000
271,709,3,2025-01-26T21:15:25.000
142,169,5,2025-02-28T04:32:36.000
275,597,3,2024-10-07T04:14:38.000
222,151,3,2024-10-30T03:28:29.000
87,40,3,2024-11-18T18:15:17.000
207,258,4,2024-10-26T15:19:32.000
272,1393,2,2024-11-13T20:57:43.000
177,333,4,2024-11-21T16:39:57.000
207,1115,2,2024-11-16T07:21:46.000
299,577,3,2025-03-10T04:23:26.000
271,378,4,2025-01-26T21:17:27.000
305,425,4,2025-02-01T09:14:46.000
49,959,2,2025-02-21T13:48:32.000
94,1224,3,2025-04-04T20:46:42.000
130,1017,3,2024-09-22T18:44:55.000
10,175,3,2024-10-26T17:57:57.000
203,321,3,2024-11-25T04:50:18.000
191,286,4,2025-04-02T23:47:22.000
43,323,3,2024-10-04T14:25:10.000
21,558,5,2024-09-22T18:08:15.000
197,96,5,2025-04-01T05:50:39.000
13,344,2,2025-02-21T15:07:15.000
194,66,3,2024-11-14T17:07:44.000
234,206,4,2025-04-11T22:42:23.000
308,402,4,2025-02-17T18:38:20.000
308,640,4,2025-02-17T17:37:16.000
269,522,5,2025-04-01T16:22:53.000
94,265,4,2025-04-04T20:31:29.000
268,62,3,2024-09-26T21:53:44.000
272,12,5,2024-11-13T21:07:34.000
121,291,3,2025-04-01T00:27:57.000
296,20,5,2025-01-07T18:15:21.000
134,286,3,2025-04-04T23:25:34.000
180,462,5,2024-10-22T18:16:58.000
234,612,3,2025-04-08T23:45:40.000
104,117,2,2025-02-26T04:06:12.000
38,758,1,2025-04-13T02:30:26.000
269,845,1,2025-04-01T18:44:15.000
7,163,4,2025-03-31T14:10:44.000
234,1451,3,2025-04-08T23:32:23.000
275,405,2,2024-10-07T04:14:05.000
52,250,3,2024-12-24T00:17:41.000
102,823,3,2025-03-02T01:17:45.000
13,186,4,2025-03-24T02:03:19.000
178,731,4,2024-12-22T21:52:12.000
236,71,3,2025-03-17T06:37:51.000
256,781,5,2024-12-15T05:54:56.000
263,176,5,2025-03-30T23:15:52.000
244,186,3,2024-11-27T04:41:37.000
279,1181,4,2024-09-26T22:46:41.000
43,815,4,2025-01-04T23:23:09.000
83,78,2,2024-11-23T18:18:09.000
151,197,5,2024-11-14T17:31:50.000
254,436,2,2025-02-03T02:50:16.000
109,631,3,2024-11-26T21:22:51.000
297,716,3,2024-09-26T02:03:42.000
249,188,4,2024-11-16T00:44:27.000
144,699,4,2025-02-22T00:08:26.000
301,604,4,2024-12-14T05:06:34.000
64,392,3,2025-03-12T21:19:02.000
92,501,2,2024-09-30T21:07:45.000
222,97,4,2024-10-30T03:22:19.000
268,436,3,2024-09-26T21:52:25.000
293,135,5,2025-03-03T06:12:30.000
213,173,5,2024-11-08T02:17:22.000
160,460,2,2024-10-14T20:33:05.000
13,498,4,2024-12-14T22:51:41.000
59,715,5,2025-02-23T03:52:01.000
5,17,4,2024-09-30T16:16:38.000
125,163,5,2024-11-13T21:02:36.000
174,315,5,2025-02-02T15:19:09.000
114,505,3,2024-12-04T18:30:03.000
213,515,4,2024-11-07T02:41:58.000
23,196,2,2024-09-20T20:22:06.000
128,15,4,2024-11-19T19:47:07.000
239,56,4,2025-03-06T10:17:58.000
181,279,1,2024-11-08T04:22:35.000
291,80,4,2024-09-24T07:32:34.000
250,238,4,2024-10-29T01:52:43.000
201,649,3,2025-01-06T19:17:55.000
60,60,5,2024-12-28T16:48:54.000
181,325,2,2024-11-08T04:03:34.000
119,407,3,2025-02-09T15:37:45.000
287,1,5,2024-09-27T04:21:28.000
216,228,3,2024-11-23T00:40:42.000
216,531,4,2024-11-22T21:23:30.000
203,471,4,2024-11-25T05:07:43.000
92,587,3,2024-09-30T23:00:08.000
13,892,3,2024-12-22T07:03:44.000
213,176,4,2024-11-08T02:32:18.000
286,288,5,2024-10-02T15:37:52.000
117,1047,2,2024-12-01T20:54:57.000
99,111,1,2025-01-24T21:54:46.000
11,558,3,2025-04-06T23:10:14.000
65,47,2,2024-11-11T02:51:12.000
295,194,4,2024-11-14T14:23:32.000
269,217,2,2025-04-01T17:26:50.000
85,259,2,2024-12-09T22:03:46.000
250,596,5,2024-10-29T01:52:01.000
137,144,5,2024-12-06T18:41:29.000
201,960,2,2025-01-06T18:41:17.000
257,137,4,2024-12-13T21:52:12.000
111,328,4,2025-04-04T08:52:19.000
91,480,4,2025-04-01T13:54:35.000
215,211,4,2025-04-01T13:10:02.000
181,938,1,2024-11-08T03:59:46.000
189,1060,5,2025-04-22T16:58:21.000
1,20,4,2025-02-14T04:51:23.000
303,404,4,2024-11-14T00:46:15.000
299,305,3,2024-11-17T03:28:34.000
187,210,4,2024-11-13T23:54:02.000
222,278,2,2024-10-22T23:45:13.000
214,568,4,2025-04-15T19:23:17.000
293,770,3,2025-03-03T06:30:55.000
285,191,4,2025-03-22T19:44:19.000
303,252,3,2024-11-14T21:59:51.000
96,156,4,2025-01-10T03:27:40.000
72,1110,3,2024-11-20T14:48:54.000
115,1067,4,2024-12-03T17:43:29.000
7,430,3,2025-03-31T13:49:38.000
116,350,3,2025-02-08T22:45:26.000
73,480,4,2025-02-28T00:29:13.000
269,246,5,2025-04-01T18:57:47.000
263,419,5,2025-03-30T23:11:54.000
70,431,3,2025-01-07T05:17:37.000
221,475,4,2024-09-26T03:23:24.000
72,182,5,2024-11-20T14:35:15.000
25,357,4,2025-01-26T22:12:37.000
290,50,5,2024-11-25T15:59:42.000
189,526,4,2025-04-22T17:30:05.000
299,303,3,2024-10-23T14:56:24.000
264,294,3,2025-01-30T00:51:56.000
200,365,5,2025-01-06T23:39:22.000
187,135,4,2024-11-14T00:00:53.000
184,187,4,2025-03-14T20:57:04.000
63,289,2,2024-10-01T23:03:05.000
13,229,4,2024-12-17T22:27:30.000
298,486,3,2025-01-07T14:24:23.000
235,185,4,2025-03-11T22:30:35.000
62,712,4,2024-11-12T23:09:38.000
246,94,2,2025-01-16T04:05:05.000
54,742,5,2024-12-01T00:06:46.000
63,762,3,2024-10-01T23:14:48.000
11,732,3,2025-04-06T23:16:36.000
92,168,4,2024-09-30T21:08:43.000
8,550,3,2024-11-12T19:19:16.000
307,174,4,2024-11-11T21:24:40.000
303,200,4,2024-11-14T00:47:39.000
256,849,2,2024-12-15T05:43:23.000
72,54,3,2024-11-20T14:40:54.000
164,406,2,2025-03-09T00:13:09.000
117,150,4,2024-11-21T15:11:41.000
224,77,4,2025-02-21T23:31:12.000
193,869,3,2025-03-05T19:56:51.000
94,184,2,2025-04-04T20:14:22.000
281,338,2,2024-12-04T01:54:17.000
130,109,3,2024-09-22T18:43:14.000
128,371,1,2024-11-19T19:15:54.000
94,720,1,2025-04-04T20:59:53.000
182,845,3,2025-01-24T03:37:47.000
129,873,1,2024-12-27T17:57:32.000
254,229,4,2025-02-03T02:56:20.000
64,381,4,2024-11-12T20:11:31.000
151,176,2,2024-11-14T16:18:13.000
45,25,4,2024-12-01T22:06:55.000
193,879,3,2025-03-05T18:40:57.000
276,922,4,2025-03-06T09:00:49.000
276,57,3,2024-09-20T20:32:06.000
234,187,4,2025-04-08T23:45:40.000
181,306,1,2024-11-08T04:06:46.000
21,370,1,2024-09-22T18:01:33.000
293,249,3,2025-03-03T06:07:09.000
264,721,5,2025-01-30T01:27:36.000
10,611,5,2024-10-26T17:25:22.000
197,346,3,2025-04-01T05:37:50.000
276,142,3,2024-09-20T22:02:25.000
308,427,4,2025-02-17T17:29:44.000
221,943,4,2024-09-26T04:05:59.000
131,126,4,2025-01-01T19:05:14.000
268,824,2,2024-10-10T21:22:37.000
109,8,3,2024-11-26T19:30:42.000
198,58,3,2025-01-07T21:22:53.000
230,680,4,2024-11-25T18:58:06.000
181,741,1,2024-11-08T04:21:58.000
192,1061,4,2024-12-06T00:41:31.000
234,448,3,2025-04-11T22:58:21.000
90,900,4,2025-03-31T22:11:49.000
193,941,4,2025-03-05T19:08:10.000
128,603,5,2024-11-19T19:13:59.000
126,905,2,2025-02-19T02:28:03.000
244,265,4,2024-11-27T04:57:14.000
90,289,3,2025-03-31T22:11:50.000
157,25,3,2025-02-07T22:33:07.000
305,71,3,2025-02-01T09:01:24.000
119,382,5,2024-09-20T18:55:42.000
21,222,2,2024-09-22T18:03:02.000
231,181,4,2025-02-27T18:47:53.000
280,508,3,2025-04-04T14:34:13.000
288,132,3,2025-02-01T23:02:09.000
279,1497,2,2025-03-24T23:02:56.000
301,33,4,2024-12-14T05:43:48.000
72,699,3,2024-11-20T14:39:43.000
90,259,2,2025-03-31T22:13:12.000
308,55,3,2025-02-17T18:06:00.000
59,742,3,2025-02-23T03:04:13.000
94,744,4,2025-04-04T20:24:22.000
130,642,4,2024-09-25T19:48:53.000
26,1015,3,2025-03-31T13:48:56.000
56,121,5,2025-04-15T22:31:20.000
82,508,2,2025-01-13T17:57:29.000
62,12,4,2024-11-12T22:26:53.000
276,40,3,2024-09-20T21:44:31.000
181,1015,1,2024-11-08T04:25:21.000
152,301,3,2024-11-21T21:23:27.000
178,845,4,2024-12-22T20:58:11.000
217,597,4,2025-03-05T03:54:47.000
79,303,4,2025-03-30T15:20:03.000
138,484,4,2024-11-08T21:22:07.000
308,81,5,2025-02-17T17:41:33.000
75,284,2,2025-01-06T01:33:13.000
269,198,4,2025-04-01T16:11:02.000
307,94,3,2024-10-17T21:11:35.000
222,781,3,2024-12-02T10:47:57.000
121,740,3,2025-04-01T00:29:04.000
269,22,1,2025-04-01T16:27:52.000
13,864,4,2024-12-14T23:25:24.000
230,742,5,2024-11-25T19:10:43.000
269,507,4,2025-04-01T16:40:00.000
239,1099,5,2025-03-06T10:14:13.000
245,1028,5,2025-02-26T17:17:27.000
56,546,3,2025-04-15T22:31:00.000
295,961,5,2024-11-14T14:59:16.000
271,1028,2,2025-01-26T20:55:02.000
222,812,2,2024-12-02T10:38:37.000
69,240,3,2024-12-14T19:02:36.000
10,7,4,2024-10-26T18:56:50.000
22,376,3,2024-11-07T07:18:32.000
294,931,3,2025-03-07T03:54:17.000
82,717,1,2025-01-13T18:01:32.000
279,399,4,2024-09-26T22:44:19.000
269,234,1,2025-04-01T16:50:06.000
6,98,5,2024-12-31T20:38:00.000
243,1039,4,2024-11-20T01:09:44.000
298,181,4,2025-01-06T22:27:09.000
282,325,1,2024-12-09T21:30:44.000
78,323,1,2024-11-15T22:39:27.000
118,200,5,2024-09-27T18:24:07.000
283,1114,5,2024-11-12T01:19:05.000
171,292,4,2025-03-27T21:40:35.000
70,217,4,2025-01-07T05:31:59.000
10,100,5,2024-10-26T18:49:07.000
245,181,4,2025-02-26T17:21:04.000
107,333,3,2025-03-30T13:24:27.000
246,561,1,2025-01-16T04:04:05.000
13,901,1,2025-01-01T16:04:32.000
276,70,4,2024-09-20T21:27:06.000
244,17,2,2024-11-27T05:06:45.000
189,56,5,2025-04-22T17:14:23.000
226,242,5,2025-01-04T04:37:51.000
62,1016,4,2024-11-12T22:16:48.000
276,417,4,2024-09-20T22:01:47.000
214,478,4,2025-04-02T19:07:32.000
306,235,4,2024-10-10T17:25:54.000
222,26,3,2024-10-30T03:44:03.000
280,631,5,2025-04-04T14:39:11.000
60,430,5,2024-12-28T16:22:02.000
56,71,4,2025-04-15T23:34:35.000
42,274,5,2024-12-02T23:36:57.000
1,202,5,2024-09-24T03:40:42.000
13,809,4,2024-12-17T22:26:22.000
173,289,4,2024-10-22T21:49:48.000
15,749,1,2024-11-13T21:08:31.000
185,23,4,2024-12-30T23:24:09.000
280,540,3,2025-04-04T15:05:04.000
244,381,4,2024-11-27T04:14:37.000
150,293,4,2024-11-05T16:22:26.000
7,497,4,2025-03-31T13:48:54.000
178,317,4,2024-12-22T21:41:55.000
178,742,3,2024-12-22T20:50:33.000
95,1217,3,2024-11-26T19:30:58.000
234,1462,3,2025-04-11T22:31:05.000
97,222,5,2025-01-08T05:54:47.000
109,127,2,2024-11-26T16:57:51.000
117,268,5,2024-11-21T14:58:26.000
269,705,2,2025-04-01T16:40:50.000
130,1246,3,2024-10-07T19:28:17.000
264,655,4,2025-01-30T01:25:30.000
207,13,3,2024-09-29T04:20:39.000
42,588,5,2024-12-03T00:15:47.000
246,409,2,2025-01-16T04:02:52.000
